ID,Form_ID,Cognateset_ID,Alignment,Source
kala1394-yesterday-2-biglexstat,kala1394-yesterday-2,yesterday-2-0,r i a f i,biglexstat
kala1394-to_fall_from_above-2-biglexstat,kala1394-to_fall_from_above-2,to_fall_from_above-2-1,m ə ⁿd a u,biglexstat
kala1394-palm_of_hand-2-biglexstat,kala1394-palm_of_hand-2,palm_of_hand-2-2,p ə lː ə n a _ l i m a,biglexstat
kumb1274-wakol-to_climb-1-biglexstat,kumb1274-wakol-to_climb-1,to_climb-2-6,h e ⁿd e,biglexstat
kala1394-to_sleep-2-biglexstat,kala1394-to_sleep-2,to_sleep-2-0,l a k o l e ŋ,biglexstat
kala1394-mountain-2-biglexstat,kala1394-mountain-2,mountain-3-0,b ə ⁿt o,biglexstat
kala1394-crocodile-2-biglexstat,kala1394-crocodile-2,crocodile-2-1,b u a dʒ -,biglexstat
ciac1237-kaong-rotten-1-biglexstat,ciac1237-kaong-rotten-1,rotten-3-4,k a ɓ o ⁿk o,biglexstat
kumb1274-wakol-bamboo-1-biglexstat,kumb1274-wakol-bamboo-1,bamboo-3-1,p a x a β a t - - a,biglexstat
wotu1240-to_wash-2-biglexstat,wotu1240-to_wash-2,to_wash-2-8,m a ŋ a b i sː a i _ l i m a,biglexstat
stan1308-wide-1-biglexstat,stan1308-wide-1,wide-3-0,a e w a r e,biglexstat
kaes1237-when-1-biglexstat,kaes1237-when-1,when-2-2,n i - p i a m o,biglexstat
wali1265-to_give-1-biglexstat,wali1265-to_give-1,to_give-2-0,ɗ a β - - u,biglexstat
ciac1237-wasam-that-1-biglexstat,ciac1237-wasam-that-1,that-3-0,i ⁿtʃ - - u,biglexstat
kala1394-rice_plant-2-biglexstat,kala1394-rice_plant-2,rice_plant-2-1,a sː e,biglexstat
kala1394-dust-2-biglexstat,kala1394-dust-2,dust-3-2,l ə ⁿp u r ə ŋ,biglexstat
guuu1237-lolib-to_climb-1-biglexstat,guuu1237-lolib-to_climb-1,to_climb-2-7,f o n i,biglexstat
kaes1237-to_wash-2-biglexstat,kaes1237-to_wash-2,to_wash-2-9,p e β a n u - _ l i m a,biglexstat
stan1308-when-1-biglexstat,stan1308-when-1,when-2-3,i ⁿd e f i e,biglexstat
kala1394-lambe-bamboo-1-biglexstat,kala1394-lambe-bamboo-1,bamboo-3-2,p ɨ rː i ŋ,biglexstat
kala1394-mosquito-2-biglexstat,kala1394-mosquito-2,mosquito-2-3,k a s e sː i,biglexstat
kala1394-to_wait-2-biglexstat,kala1394-to_wait-2,to_wait-2-7,l a t u ⁿg u a,biglexstat
kala1394-thatched_roof-2-biglexstat,kala1394-thatched_roof-2,thatched_roof-1-5,p ə t o ⁿk o ʔ,biglexstat
kala1394-to_cook-2-biglexstat,kala1394-to_cook-2,to_cook-3-6,p ə m ə n a s u,biglexstat
kala1394-in_front_of-2-biglexstat,kala1394-in_front_of-2,in_front_of-1-1,r i _ t a ŋ e o,biglexstat
guuu1237-lolib-to_climb-2-biglexstat,guuu1237-lolib-to_climb-2,to_climb-2-7,f o n i,biglexstat
kala1394-to_run-2-biglexstat,kala1394-to_run-2,to_run-2-1,l a p ə ⁿd a t ə ʔ,biglexstat
kuli1254-night-1-biglexstat,kuli1254-night-1,night-3-0,- a l o,biglexstat
kala1394-to_burn_clear_land-2-biglexstat,kala1394-to_burn_clear_land-2,to_burn_clear_land-1-1,l a t u n u a,biglexstat
kala1394-to_swim-2-biglexstat,kala1394-to_swim-2,to_swim-1-4,l a p ə n a ŋ o,biglexstat
kala1394-shoulder-2-biglexstat,kala1394-shoulder-2,shoulder-2-1,b a l i k ə ʔ,biglexstat
ciac1237-kase-to_climb-1-biglexstat,ciac1237-kase-to_climb-1,to_climb-2-8,h e ⁿd e,biglexstat
bino1238-to_climb-1-biglexstat,bino1238-to_climb-1,to_climb-2-9,ʔ e k a f a k o,biglexstat
kuli1254-night-2-biglexstat,kuli1254-night-2,night-3-0,m a l o,biglexstat
kala1394-ear-2-biglexstat,kala1394-ear-2,ear-2-5,t e l i ŋ a,biglexstat
kala1394-to_sing-2-biglexstat,kala1394-to_sing-2,to_sing-2-0,p ə k ə dʒ e ⁿk i,biglexstat
kala1394-thatch_for_roofing-2-biglexstat,kala1394-thatch_for_roofing-2,thatch_for_roofing-2-2,p a - d ə ŋ,biglexstat
kala1394-wet-2-biglexstat,kala1394-wet-2,wet-1-5,f ə sː a,biglexstat
stan1308-when-2-biglexstat,stan1308-when-2,when-2-3,- n e f i e,biglexstat
stan1308-to_see-1-biglexstat,stan1308-to_see-1,to_see-1-10,a e w u r a,biglexstat
abui1241-petle-green-1-biglexstat,abui1241-petle-green-1,green-1-0,w a - - l a ŋ - a - i,biglexstat
kumb1274-wolow-necklace-1-biglexstat,kumb1274-wolow-necklace-1,necklace-1-0,- - - - - β u i,biglexstat
mang1405-fish_trap-4-biglexstat,mang1405-fish_trap-4,fish_trap-1-0,k ə t e k,biglexstat
kula1280-lanto-older_sister-1-biglexstat,kula1280-lanto-older_sister-1,older_sister-1-0,ŋ a n a n a _ dʒ a l a,biglexstat
west2547-welaun-bat-1-biglexstat,west2547-welaun-bat-1,bat-1-1,n i ʔ i _ f u l a n,biglexstat
wabu1242-teeth-2-biglexstat,wabu1242-teeth-2,teeth-2-2,ŋ i ʔ i,biglexstat
abui1241-ulaga-friend-1-biglexstat,abui1241-ulaga-friend-1,friend-1-0,n e f eː l a -,biglexstat
lamm1241-westp-to_ask_question-1-biglexstat,lamm1241-westp-to_ask_question-1,to_ask_question-2-0,t a g a ŋ,biglexstat
kumb1274-wolow-rotten-1-biglexstat,kumb1274-wolow-rotten-1,rotten-3-2,m o ɓ o ⁿk o,biglexstat
kumb1274-wolow-rotten-2-biglexstat,kumb1274-wolow-rotten-2,rotten-3-2,m o ɓ o s i,biglexstat
ciac1237-wagol-to_climb-1-biglexstat,ciac1237-wagol-to_climb-1,to_climb-2-4,h e ⁿd e,biglexstat
waer1237-guts-1-biglexstat,waer1237-guts-1,guts-2-1,t u k a - - - - -,biglexstat
p-mala1545-abvd-teeth-2-biglexstat,p-mala1545-abvd-teeth-2,teeth-2-4,n i p ə n,biglexstat
buna1278-bobon-firewood-2-biglexstat,buna1278-bobon-firewood-2,firewood-1-1,ɔ t ɛ l _ t s u r - i,biglexstat
lama1277-kalik-bat-2-biglexstat,lama1277-kalik-bat-2,bat-1-2,k r ɛ b ɛ -,biglexstat
ciac1237-kondo-to_climb-1-biglexstat,ciac1237-kondo-to_climb-1,to_climb-2-5,h e ⁿd e,biglexstat
teiw1235-1pl_excl-2-biglexstat,teiw1235-1pl_excl-2,1pl_excl-3-0,n i - - -,biglexstat
ciac1237-wagol-tomorrow-1-biglexstat,ciac1237-wagol-tomorrow-1,tomorrow-2-0,n a ɓ i t - a,biglexstat
alor1247-pandai-bat-1-biglexstat,alor1247-pandai-bat-1,bat-1-3,- - m i k e,biglexstat
wabu1242-banana-2-biglexstat,wabu1242-banana-2,banana-2-4,k a ɗ e s e,biglexstat
wers1238-taram-green-1-biglexstat,wers1238-taram-green-1,green-1-0,w a - - l - - - a r -,biglexstat
rong1269-friend-3-biglexstat,rong1269-friend-3,friend-1-1,nd o a - - - - -,biglexstat
kumb1274-seven-3-biglexstat,kumb1274-seven-3,seven-2-1,p - - i tʃ u,biglexstat
naue1237-1pl_excl-1-biglexstat,naue1237-1pl_excl-1,1pl_excl-3-1,k i t a _ r u a,biglexstat
alor1247-pandai-bat-2-biglexstat,alor1247-pandai-bat-2,bat-1-3,p ə n i k e,biglexstat
ciac1237-kondo-to_lie_down-2-biglexstat,ciac1237-kondo-to_lie_down-2,to_lie_down-2-1,p i ⁿd o l e ⁿd o l e,biglexstat
naue1237-1pl_excl-2-biglexstat,naue1237-1pl_excl-2,1pl_excl-3-1,k i t a - - - -,biglexstat
abui1241-takal-papaya-1-biglexstat,abui1241-takal-papaya-1,papaya-1-2,b a t aː _ m a l -,biglexstat
abui1241-ulaga-to_fight-1-biglexstat,abui1241-ulaga-to_fight-1,to_fight-1-0,t a l u k,biglexstat
kira1248-to_fight-2-biglexstat,kira1248-to_fight-2,to_fight-1-0,t a b i k,biglexstat
wabu1242-1pl_excl-2-biglexstat,wabu1242-1pl_excl-2,1pl_excl-3-2,i s a m i,biglexstat
kumb1274-1pl_excl-2-biglexstat,kumb1274-1pl_excl-2,1pl_excl-3-3,i s a m i,biglexstat
ciac1237-kondo-tear-1-biglexstat,ciac1237-kondo-tear-1,tear-1-5,l u ʔ u n o _ m a t a,biglexstat
ciac1237-kondo-tear-2-biglexstat,ciac1237-kondo-tear-2,tear-1-5,- e ʔ e n o _ m a t a,biglexstat
mang1405-fish_trap-9-biglexstat,mang1405-fish_trap-9,fish_trap-1-0,tʃ ə ⁿp e -,biglexstat
ciac1237-wagol-to_throw-2-biglexstat,ciac1237-wagol-to_throw-2,to_throw-3-0,p i k a p a ⁿd o,biglexstat
buna1278-bobon-firewood-4-biglexstat,buna1278-bobon-firewood-4,firewood-1-1,ɔ t ɛ l _ t s u k h a,biglexstat
waim1252-bat-2-biglexstat,waim1252-bat-2,bat-1-4,m a d a _ k a i l i r u,biglexstat
p-mala1545-acd-to_ask_question-3-biglexstat,p-mala1545-acd-to_ask_question-3,to_ask_question-2-1,- u t a ɲ a,biglexstat
abui1241-takal-twilight_dawn-1-biglexstat,abui1241-takal-twilight_dawn-1,twilight_dawn-1-0,- - - - a r i d a p e̞ - - -,biglexstat
kumb1274-wakol-to_climb-2-biglexstat,kumb1274-wakol-to_climb-2,to_climb-2-6,h e ⁿd e,biglexstat
rong1269-friend-4-biglexstat,rong1269-friend-4,friend-1-1,nd o a _ nd ə l u,biglexstat
abui1241-fuime-neck-1-biglexstat,abui1241-fuime-neck-1,neck-1-0,t a w a t a - - -,biglexstat
kabu1249-kambo-neck-1-biglexstat,kabu1249-kambo-neck-1,neck-1-0,- a t a t a - - -,biglexstat
p-cent2245-abvd-teeth-2-biglexstat,p-cent2245-abvd-teeth-2,teeth-2-5,n i p ə n,biglexstat
kula1280-lanto-to_bury-2-biglexstat,kula1280-lanto-to_bury-2,to_bury-1-1,l u k,biglexstat
kala1394-older_sister-2-biglexstat,kala1394-older_sister-2,older_sister-1-1,a k a _ b a i n e n a,biglexstat
abui1241-ulaga-eight-1-biglexstat,abui1241-ulaga-eight-1,eight-1-0,dʒ - - ɪ t i ŋ _ s u a,biglexstat
abui1241-ulaga-friend-2-biglexstat,abui1241-ulaga-friend-2,friend-1-0,n e v eː l a -,biglexstat
lama1277-kalik-to_wipe-1-biglexstat,lama1277-kalik-to_wipe-1,to_wipe-1-1,s ɔː k -,biglexstat
abui1241-takal-light_weight-1-biglexstat,abui1241-takal-light_weight-1,light_weight-1-0,s i e̞ r a - k,biglexstat
nage1237-seed-4-biglexstat,nage1237-seed-4,seed-2-0,ⁿb o k o _ o n e,biglexstat
bima1247-to_hide-4-biglexstat,bima1247-to_hide-4,to_hide-2-0,tʃ - - i m i,biglexstat
bima1247-to_hide-6-biglexstat,bima1247-to_hide-6,to_hide-2-0,- - - i l i,biglexstat
alor1247-munas-sharp-2-biglexstat,alor1247-munas-sharp-2,sharp-2-7,d ə k ɛ _ t ɔ r a k,biglexstat
bima1247-grandfather-4-biglexstat,bima1247-grandfather-4,grandfather-1-0,a t o _ m o n e,biglexstat
alor1247-munas-to_laugh-2-biglexstat,alor1247-munas-to_laugh-2,to_laugh-2-1,g ɛ k i ʔ,biglexstat
abui1241-papun-bitter-1-biglexstat,abui1241-papun-bitter-1,bitter-1-0,m ɑ k ɑ l - -,biglexstat
sibo1242-atii-bitter-1-biglexstat,sibo1242-atii-bitter-1,bitter-1-0,m a k aː - - -,biglexstat
weta1243-child-3-biglexstat,weta1243-child-3,child-5-3,- - a n k e a,biglexstat
bima1247-there-3-biglexstat,bima1247-there-3,there-4-0,a k a _ ɗ e - i,biglexstat
seba1248-to_drop-3-biglexstat,seba1248-to_drop-3,to_drop-1-3,- - k e l o r o,biglexstat
abui1241-fuime-louse_clothing-1-biglexstat,abui1241-fuime-louse_clothing-1,louse_clothing-1-1,b e,biglexstat
blag1240-nule-louse_clothing-1-biglexstat,blag1240-nule-louse_clothing-1,louse_clothing-1-1,b eː,biglexstat
pura1258-to_steal-2-biglexstat,pura1258-to_steal-2,to_steal-1-0,t a ʔ a b i,biglexstat
alor1247-munas-testicles-2-biglexstat,alor1247-munas-testicles-2,testicles-1-1,l a h a k _ k u l u ŋ,biglexstat
koto1251-ceremonial_place-1-biglexstat,koto1251-ceremonial_place-1,ceremonial_place-1-0,b a e r _ f u a t,biglexstat
alor1247-besar-where-2-biglexstat,alor1247-besar-where-2,where-2-0,ɔ r ɔ _ n a ŋ g a - - - - -,biglexstat
alor1247-besar-where-3-biglexstat,alor1247-besar-where-3,where-2-0,- - - - n a ŋ g a _ dʒ a f a,biglexstat
teiw1235-nule-child-2-biglexstat,teiw1235-nule-child-2,child-5-2,n o q a i,biglexstat
abui1241-ulaga-long-2-biglexstat,abui1241-ulaga-long-2,long-1-0,l oː ɣ i,biglexstat
waim1252-grandfather-2-biglexstat,waim1252-grandfather-2,grandfather-1-1,b o ʔ o _ a s u k a i,biglexstat
wabu1242-cheek-2-biglexstat,wabu1242-cheek-2,cheek-1-0,ɓ a g a,biglexstat
kaer1234-thousand-1-biglexstat,kaer1234-thousand-1,thousand-1-0,r i b u _ n u k o,biglexstat
teiw1235-nule-thousand-1-biglexstat,teiw1235-nule-thousand-1,thousand-1-0,r i b u _ n u k -,biglexstat
lama1277-adona-to_slap-2-biglexstat,lama1277-adona-to_slap-2,to_slap-1-0,t ɜ p ɑ k,biglexstat
nage1237-seed-2-biglexstat,nage1237-seed-2,seed-2-1,ə s a _ o n e,biglexstat
p-mala1545-acd-cheek-1-biglexstat,p-mala1545-acd-cheek-1,cheek-1-1,p i p i,biglexstat
bima1247-testicles-3-biglexstat,bima1247-testicles-3,testicles-1-3,k a - - b e,biglexstat
p-cent2245-abvd-new-1-biglexstat,p-cent2245-abvd-new-1,new-1-2,b a q ə r u,biglexstat
p-cent2245-abvd-new-2-biglexstat,p-cent2245-abvd-new-2,new-1-2,b ə q ə r u,biglexstat
lama1277-kalik-betel_vine-2-biglexstat,lama1277-kalik-betel_vine-2,betel_vine-2-0,m a l u -,biglexstat
lama1277-kalik-civet_cat-2-biglexstat,lama1277-kalik-civet_cat-2,civet_cat-2-0,l a k ɔ -,biglexstat
buna1278-bobon-to_drop-2-biglexstat,buna1278-bobon-to_drop-2,to_drop-1-5,h i n i _ t ɔ p ɔ l,biglexstat
abui1241-takal-wound-1-biglexstat,abui1241-takal-wound-1,wound-1-0,n a m u,biglexstat
lama1277-adona-morning-1-biglexstat,lama1277-adona-morning-1,morning-1-0,g h u - - l a,biglexstat
lama1277-adona-morning-2-biglexstat,lama1277-adona-morning-2,morning-1-0,- h ə g u l a,biglexstat
p-mala1545-acd-cheek-2-biglexstat,p-mala1545-acd-cheek-2,cheek-1-1,p i ŋ i,biglexstat
alor1247-munas-cheek-2-biglexstat,alor1247-munas-cheek-2,cheek-1-2,p i p i ʔ,biglexstat
alor1247-munas-to_crouch-2-biglexstat,alor1247-munas-to_crouch-2,to_crouch-2-0,t ɔ b ɔ _ t ɛ l ɛ ŋ,biglexstat
woli1241-to_answer-2-biglexstat,woli1241-to_answer-2,to_answer-1-0,l a w a ŋ a,biglexstat
kama1365-to_fly-2-biglexstat,kama1365-to_fly-2,to_fly-2-0,l iː l ɛ,biglexstat
weta1243-to_scratch-2-biglexstat,weta1243-to_scratch-2,to_scratch-2-2,k i r a,biglexstat
buna1278-bobon-stranger-4-biglexstat,buna1278-bobon-stranger-4,stranger-1-0,ɛ n _ - s e l u k,biglexstat
funa1237-meeting_house-2-biglexstat,funa1237-meeting_house-2,meeting_house-1-0,uː m _ l u l i n,biglexstat
buna1278-suai-to_drop-2-biglexstat,buna1278-suai-to_drop-2,to_drop-1-2,h i n i _ t ɔ p ɔ l,biglexstat
buso1238-to_learn-2-biglexstat,buso1238-to_learn-2,to_learn-1-0,- - f o i n a h o,biglexstat
keoo1238-to_suck-2-biglexstat,keoo1238-to_suck-2,to_suck-2-1,- ə s o,biglexstat
abui1241-fuime-fire-2-biglexstat,abui1241-fuime-fire-2,fire-1-0,a r a _ w a s i ŋ,biglexstat
woli1241-to_dance-3-biglexstat,woli1241-to_dance-3,to_dance-2-0,- l i - ⁿd a,biglexstat
alor1247-pandai-to_slap-2-biglexstat,alor1247-pandai-to_slap-2,to_slap-1-4,l ə pː a _ k a p u ŋ,biglexstat
kula1280-lanto-scorpion-2-biglexstat,kula1280-lanto-scorpion-2,scorpion-2-0,k a d ə m a n a,biglexstat
wabu1242-foot-2-biglexstat,wabu1242-foot-2,foot-1-1,k a k e,biglexstat
sika1262-hewa-water-1-biglexstat,sika1262-hewa-water-1,water-2-1,ʋ a i r,biglexstat
buso1238-finger-3-biglexstat,buso1238-finger-3,finger-2-0,w u ŋ a n o _ l i m a,biglexstat
wabu1242-to_steal-1-biglexstat,wabu1242-to_steal-1,to_steal-2-5,m o l a k o,biglexstat
atim1239-old_worn_house-1-biglexstat,atim1239-old_worn_house-1,old_worn_house-1-0,m a k i l a,biglexstat
buna1278-malia-fire-1-biglexstat,buna1278-malia-fire-1,fire-1-1,- ɔ t ɔ - - - - -,biglexstat
woli1241-flower-2-biglexstat,woli1241-flower-2,flower-2-0,k a ⁿb a + k a ⁿb a,biglexstat
kala1394-thin-2-biglexstat,kala1394-thin-2,thin-3-0,m e n i p i,biglexstat
keoo1238-finger-2-biglexstat,keoo1238-finger-2,finger-2-4,k a ŋ a _ d i m a,biglexstat
abui1241-fuime-to_hear-1-biglexstat,abui1241-fuime-to_hear-1,to_hear-1-1,w e f a l i ŋ,biglexstat
kuii1253-scorpion-1-biglexstat,kuii1253-scorpion-1,scorpion-1-0,p e r - -,biglexstat
baka1276-smooth-1-biglexstat,baka1276-smooth-1,smooth-1-0,d u l - a,biglexstat
wers1238-taram-to_plant_rice-2-biglexstat,wers1238-taram-to_plant_rice-2,to_plant_rice-2-0,a r a k _ - t a,biglexstat
kala1394-to_steal-2-biglexstat,kala1394-to_steal-2,to_steal-2-6,p ə m ə n a k o,biglexstat
rett1240-tern-fire-1-biglexstat,rett1240-tern-fire-1,fire-1-0,aː d - - - - - - -,biglexstat
funa1237-bed-3-biglexstat,funa1237-bed-3,bed-1-0,k h a d a ŋ _ i n _ i n i,biglexstat
buna1278-bobon-fire-1-biglexstat,buna1278-bobon-fire-1,fire-1-3,- ɔ t ɔ,biglexstat
panc1247-kaken-finger-2-biglexstat,panc1247-kaken-finger-2,finger-2-6,x a ⁿb a n o _ l i m a,biglexstat
sarr1247-to_fight-2-biglexstat,sarr1247-to_fight-2,to_fight-4-3,w o r a,biglexstat
kema1243-sane-bird-1-biglexstat,kema1243-sane-bird-1,bird-1-4,m a n u - - - - -,biglexstat
kala1394-pregnant-2-biglexstat,kala1394-pregnant-2,pregnant-1-0,l a k o t i n a i,biglexstat
wers1238-taram-good-1-biglexstat,wers1238-taram-good-1,good-1-0,k a ŋ -,biglexstat
kema1243-sane-bird-2-biglexstat,kema1243-sane-bird-2,bird-1-4,m a n u _ h u i n,biglexstat
buna1278-suai-fire-1-biglexstat,buna1278-suai-fire-1,fire-1-1,- ɔ t ɔ - - - - -,biglexstat
kema1243-kutu-meat-1-biglexstat,kema1243-kutu-meat-1,meat-1-5,i s i ŋ,biglexstat
bone1254-kalao-scorpion-2-biglexstat,bone1254-kalao-scorpion-2,scorpion-2-1,o l i h a _ m a r a ⁿg o,biglexstat
kula1280-lanto-fire-1-biglexstat,kula1280-lanto-fire-1,fire-1-4,a d a,biglexstat
buna1278-suai-to_refuse-2-biglexstat,buna1278-suai-to_refuse-2,to_refuse-1-5,t i a ʔ,biglexstat
ngad1267-island-2-biglexstat,ngad1267-island-2,island-1-1,n u - a,biglexstat
kumb1274-thin-1-biglexstat,kumb1274-thin-1,thin-3-1,m o n i p i,biglexstat
keda1252-leuwa-to_fall_from_above-2-biglexstat,keda1252-leuwa-to_fall_from_above-2,to_fall_from_above-1-0,h u b a ʔ _ k ɔ l i ʔ,biglexstat
keda1252-leuwa-to_fall_from_above-5-biglexstat,keda1252-leuwa-to_fall_from_above-5,to_fall_from_above-1-0,m ɔ r u ʔ _ h ɔ k ɔ -,biglexstat
hama1240-to_hold-1-biglexstat,hama1240-to_hold-1,to_hold-1-0,- - - - o p ʊ i n -,biglexstat
kira1248-fire-1-biglexstat,kira1248-fire-1,fire-1-5,a r - - -,biglexstat
blag1240-tuntu-to_eat-1-biglexstat,blag1240-tuntu-to_eat-1,to_eat-1-0,- n a - -,biglexstat
abui1241-takal-eye-2-biglexstat,abui1241-takal-eye-2,eye-1-0,t i a ŋ,biglexstat
kema1243-sane-salt-1-biglexstat,kema1243-sane-salt-1,salt-1-3,uː s,biglexstat
lama1277-paina-tree-1-biglexstat,lama1277-paina-tree-1,tree-1-0,k a j o - - - - - -,biglexstat
kema1243-kutu-meat-2-biglexstat,kema1243-kutu-meat-2,meat-1-5,- s iː -,biglexstat
kelo1247-hopte-to_hide-1-biglexstat,kelo1247-hopte-to_hide-1,to_hide-1-0,t ə ʔ u ɲ,biglexstat
nede1245-to_eat-1-biglexstat,nede1245-to_eat-1,to_eat-1-0,i n a - -,biglexstat
p-alor1249-to_eat-1-biglexstat,p-alor1249-to_eat-1,to_eat-1-0,- n a i -,biglexstat
sout2883-letwu-to_eat-1-biglexstat,sout2883-letwu-to_eat-1,to_eat-1-0,- n oː - n,biglexstat
kula1280-lanto-water-2-biglexstat,kula1280-lanto-water-2,water-2-3,dʒ a,biglexstat
ende1246-to_plant_rice-2-biglexstat,ende1246-to_plant_rice-2,to_plant_rice-2-1,dʒ u m u,biglexstat
woli1241-brain-2-biglexstat,woli1241-brain-2,brain-1-0,o t o,biglexstat
sika1262-tanai-sacrifice-6-biglexstat,sika1262-tanai-sacrifice-6,sacrifice-1-1,t uː ŋ _ t a t u + ŋ,biglexstat
kumb1274-rice_plant-1-biglexstat,kumb1274-rice_plant-1,rice_plant-2-0,ɓ a e,biglexstat
kula1280-lanto-grass-2-biglexstat,kula1280-lanto-grass-2,grass-1-3,k w i l a,biglexstat
abui1241-takal-louse_eggs-1-biglexstat,abui1241-takal-louse_eggs-1,louse_eggs-1-0,b i k e̞ a ŋ _ t u l u ŋ,biglexstat
kama1365-to_sleep-1-biglexstat,kama1365-to_sleep-1,to_sleep-1-2,t a d - i,biglexstat
atim1239-smoke-1-biglexstat,atim1239-smoke-1,smoke-1-0,a r a _ t i k a,biglexstat
sika1262-tanai-near-3-biglexstat,sika1262-tanai-near-3,near-1-0,- r o ʔ o + ŋ,biglexstat
remb1250-heavy-3-biglexstat,remb1250-heavy-3,heavy-1-4,d ə r u s,biglexstat
waim1252-this-2-biglexstat,waim1252-this-2,this-4-2,- n e ʔ i,biglexstat
kula1280-lanto-flat-1-biglexstat,kula1280-lanto-flat-1,flat-3-1,a t e m p e j a,biglexstat
kuii1253-to_sleep-1-biglexstat,kuii1253-to_sleep-1,to_sleep-1-0,t a - -,biglexstat
weta1243-this-3-biglexstat,weta1243-this-3,this-4-1,d i n a,biglexstat
wabu1242-to_pound-1-biglexstat,wabu1242-to_pound-1,to_pound-2-0,- - tʃ u tʃ u,biglexstat
buso1238-to_cough-3-biglexstat,buso1238-to_cough-3,to_cough-1-1,ʔ o h o ɗ a,biglexstat
weta1243-this-4-biglexstat,weta1243-this-4,this-4-1,d i - -,biglexstat
sarr1247-crocodile-1-biglexstat,sarr1247-crocodile-1,crocodile-1-0,b a h aː i,biglexstat
kumb1274-knee-1-biglexstat,kumb1274-knee-1,knee-2-0,tʃ u ʔ u,biglexstat
kira1248-comb-2-biglexstat,kira1248-comb-2,comb-2-0,k i r _ n e - n,biglexstat
abui1241-fuime-one_hundred-1-biglexstat,abui1241-fuime-one_hundred-1,one_hundred-1-0,a i s - - aː - _ n u k u,biglexstat
kema1243-kaila-day-2-biglexstat,kema1243-kaila-day-2,day-4-4,r a e _ h a l a n,biglexstat
kama1364-a-rope-1-biglexstat,kama1364-a-rope-1,rope-1-1,t a l i,biglexstat
lama1277-botun-rope-1-biglexstat,lama1277-botun-rope-1,rope-1-1,t a l e,biglexstat
lama1277-lamah-rope-1-biglexstat,lama1277-lamah-rope-1,rope-1-1,t a l e,biglexstat
keoo1238-to_skewer-2-biglexstat,keoo1238-to_skewer-2,to_skewer-1-5,t u s u,biglexstat
alor1247-besar-to_fall_from_above-2-biglexstat,alor1247-besar-to_fall_from_above-2,to_fall_from_above-1-4,g ɔ k a _ i t i _ l o l o ŋ,biglexstat
ciac1237-batua-thatch_for_roofing-3-biglexstat,ciac1237-batua-thatch_for_roofing-3,thatch_for_roofing-2-0,ɗ a n a,biglexstat
kala1394-to_pound-2-biglexstat,kala1394-to_pound-2,to_pound-2-1,p e r e ⁿt u,biglexstat
sibo1242-atii-honey-1-biglexstat,sibo1242-atii-honey-1,honey-1-0,- - l aː w a ŋ _ - l i,biglexstat
adan1251-lawah-to_come-5-biglexstat,adan1251-lawah-to_come-5,to_come-2-0,l a m i _ m i d i -,biglexstat
dhao1237-to_tie-4-biglexstat,dhao1237-to_tie-4,to_tie-2-0,- - ʔ ə k i + k a r a ɖʐ e,biglexstat
masi1269-what-2-biglexstat,masi1269-what-2,what-2-2,h a e n o,biglexstat
ciac1237-wasam-that-2-biglexstat,ciac1237-wasam-that-2,that-3-0,i ⁿtʃ u ʔ e,biglexstat
rong1269-to_stab-11-biglexstat,rong1269-to_stab-11,to_stab-3-0,s ə ɗ u,biglexstat
kula1280-lanto-twenty_one-2-biglexstat,kula1280-lanto-twenty_one-2,twenty_one-2-0,m i j a k - u _ a r a s i ŋ _ s o n a,biglexstat
mang1405-to_hit-4-biglexstat,mang1405-to_hit-4,to_hit-2-3,t ə p,biglexstat
alor1247-munas-cooked_rice-2-biglexstat,alor1247-munas-cooked_rice-2,cooked_rice-2-0,w a t a _ t a h a k,biglexstat
ngao1245-oja-fever-2-biglexstat,ngao1245-oja-fever-2,fever-2-1,p ə t u _ ʎ̝ ə ʎ̝ i,biglexstat
pura1258-waist-2-biglexstat,pura1258-waist-2,waist-1-0,t a h a _ w a ŋ,biglexstat
wabu1242-to_pound-2-biglexstat,wabu1242-to_pound-2,to_pound-2-0,p i tʃ u tʃ u,biglexstat
adan1251-lawah-to_pound-1-biglexstat,adan1251-lawah-to_pound-1,to_pound-1-0,- - t aː p a - ŋ,biglexstat
rong1269-to_stab-6-biglexstat,rong1269-to_stab-6,to_stab-3-0,t u s u,biglexstat
pura1258-to_skewer-2-biglexstat,pura1258-to_skewer-2,to_skewer-1-1,ɟ a b a k,biglexstat
atim1239-sick_painful-2-biglexstat,atim1239-sick_painful-2,sick_painful-1-2,n a + r i k,biglexstat
remb1250-honey-1-biglexstat,remb1250-honey-1,honey-1-1,w a e ʔ _ w a n i,biglexstat
kara1499-fathers_sister-3-biglexstat,kara1499-fathers_sister-3,fathers_sister-1-1,w o w a _ t e m u n,biglexstat
palu1252-fathers_sister-1-biglexstat,palu1252-fathers_sister-1,fathers_sister-1-2,i n a _ l o ʔ o,biglexstat
rois1241-palm_of_hand-2-biglexstat,rois1241-palm_of_hand-2,palm_of_hand-2-0,n i m i + n _ n a n a + f,biglexstat
lama1277-kalik-mountain-2-biglexstat,lama1277-kalik-mountain-2,mountain-2-0,i l i -,biglexstat
abui1241-papun-one_hundred-1-biglexstat,abui1241-papun-one_hundred-1,one_hundred-1-0,ɑ - s ɑ k ɑ ɪ _ n ʊ k ʊ,biglexstat
woli1241-grasshopper-2-biglexstat,woli1241-grasshopper-2,grasshopper-2-0,ⁿk a ɓ o r o,biglexstat
