ID,Lect_ID,Concept_ID,Form_according_to_Source,Form,Local_Orthography,Segments,Comment,Source
abui1241-fuime-to_bathe-1,abui1241-fuime,to_bathe,tawel,tawel,tawel,t a w e l,,schapper10
abui1241-fuime-to_sit-1,abui1241-fuime,to_sit,miti,miti,miti,m i t i,,schapper10
abui1241-fuime-to_stand-1,abui1241-fuime,to_stand,nate,nate,nate,n a t e,,schapper10
abui1241-fuime-to_walk-1,abui1241-fuime,to_walk,lak,lak,lak,l a k,,schapper10
abui1241-fuime-to_run-1,abui1241-fuime,to_run,furei,furei,furei,f u r e i,,schapper10
abui1241-fuime-to_fly-1,abui1241-fuime,to_fly,li,li,li,l i,,schapper10
abui1241-fuime-to_fall_from_above-1,abui1241-fuime,to_fall_from_above,takuwila,takuwila,takuwila,t a k u w i l a,,schapper10
abui1241-fuime-to_fall_over-1,abui1241-fuime,to_fall_over,takuwila,takuwila,takuwila,t a k u w i l a,,schapper10
abui1241-fuime-to_drink-1,abui1241-fuime,to_drink,iebuk,iebuk,iebuk,i e b u k,,schapper10
abui1241-fuime-to_eat-1,abui1241-fuime,to_eat,ne,ne,ne,n e,,schapper10
abui1241-fuime-to_cook-1,abui1241-fuime,to_cook,made,made,made,m a d e,,schapper10
abui1241-fuime-to_wash-1,abui1241-fuime,to_wash,luok,luok,luok,l u o k,,schapper10
abui1241-fuime-to_sew-1,abui1241-fuime,to_sew,kapuike,kapuike,kapuike,k a p u i k e,,schapper10
abui1241-fuime-alive-1,abui1241-fuime,alive,re,re,re,r e,,schapper10
abui1241-fuime-to_breathe-1,abui1241-fuime,to_breathe,ahel,ahel,ahel,a h e l,,schapper10
abui1241-fuime-to_die-1,abui1241-fuime,to_die,moŋ,moŋ,mong,m o ŋ,,schapper10
abui1241-fuime-to_give-1,abui1241-fuime,to_give,ede,ede,ede,e d e,,schapper10
abui1241-fuime-to_come-1,abui1241-fuime,to_come,me,me,me,m e,,schapper10
abui1241-fuime-to_laugh-1,abui1241-fuime,to_laugh,talole,talole,talole,t a l o l e,,schapper10
abui1241-fuime-to_cry-1,abui1241-fuime,to_cry,biakda,biakda,biakda,b i a k d a,,schapper10
abui1241-fuime-to_dance-1,abui1241-fuime,to_dance,tohaijok,tohaijok,tohaiyok,t o h a i j o k,,schapper10
abui1241-fuime-to_sing-1,abui1241-fuime,to_sing,jai wefaŋa,jai_wefaŋa,yai wefanga,j a i _ w e f a ŋ a,,schapper10
abui1241-fuime-to_shine-1,abui1241-fuime,to_shine,hiede,hiede,hiede,h i e d e,,schapper10
abui1241-fuime-to_chew-1,abui1241-fuime,to_chew,take,take,take,t a k e,,schapper10
abui1241-fuime-to_yawn-1,abui1241-fuime,to_yawn,ahau,ahau,ahau,a h a u,,schapper10
abui1241-fuime-to_suck-1,abui1241-fuime,to_suck,buk,buk,buk,b u k,,schapper10
abui1241-fuime-to_blow-1,abui1241-fuime,to_blow,furuŋra,furuŋra,furungra,f u r u ŋ r a,,schapper10
abui1241-fuime-to_vomit-1,abui1241-fuime,to_vomit,iu,iu,iu,i u,,schapper10
abui1241-fuime-to_rub-1,abui1241-fuime,to_rub,we-lu:ke,we+luːke,we-luuke,w e + l uː k e,,schapper10
abui1241-fuime-to_scratch-1,abui1241-fuime,to_scratch,kafie,kafie,kafie,k a f i e,,schapper10
abui1241-fuime-itchy-1,abui1241-fuime,itchy,no-jokuŋ,no+jokuŋ,no-yokung,n o + j o k u ŋ,(1sg),schapper10
abui1241-fuime-to_swell-1,abui1241-fuime,to_swell,na-mudi,na+mudi,na-mudi,n a + m u d i,,schapper10
abui1241-fuime-to_hit-1,abui1241-fuime,to_hit,tebol,tebol,tebol,t e b o l,,schapper10
abui1241-fuime-to_bite-1,abui1241-fuime,to_bite,(kai) netakai,netakai,netakai,n e t a k a i,,schapper10
abui1241-fuime-to_cut-1,abui1241-fuime,to_cut,ha-weike,ha+weike,ha-weike,h a + w e i k e,,schapper10
abui1241-fuime-to_cut_down-1,abui1241-fuime,to_cut_down,ha-weike,ha+weike,ha-weike,h a + w e i k e,,schapper10
abui1241-fuime-to_split-1,abui1241-fuime,to_split,kadel,kadel,kadel,k a d e l,,schapper10
abui1241-fuime-to_divide-1,abui1241-fuime,to_divide,hawal,hawal,hawal,h a w a l,,schapper10
abui1241-fuime-to_stab-1,abui1241-fuime,to_stab,ensei,ensei,ensei,e n s e i,,schapper10
abui1241-fuime-to_fight-1,abui1241-fuime,to_fight,taluk,taluk,taluk,t a l u k,,schapper10
abui1241-fuime-to_guard-1,abui1241-fuime,to_guard,we-re,we+re,we-re,w e + r e,,schapper10
abui1241-fuime-to_throw-1,abui1241-fuime,to_throw,huore,huore,huore,h u o r e,,schapper10
abui1241-fuime-to_hunt-1,abui1241-fuime,to_hunt,hetiei,hetiei,hetiei,h e t i e i,,schapper10
abui1241-fuime-to_kill-1,abui1241-fuime,to_kill,tefeheŋ,tefeheŋ,tefeheng,t e f e h e ŋ,,schapper10
abui1241-fuime-to_search_for_to_hunt_for-1,abui1241-fuime,to_search_for_to_hunt_for,tahai,tahai,tahai,t a h a i,,schapper10
abui1241-fuime-to_dig-1,abui1241-fuime,to_dig,we-teu,we+teu,we-teu,w e + t e u,,schapper10
abui1241-fuime-to_bury-1,abui1241-fuime,to_bury,uli,uli,uli,u l i,,schapper10
abui1241-fuime-to_flow-1,abui1241-fuime,to_flow,ije tawele,ije_tawele,iye tawele,i j e _ t a w e l e,,schapper10
abui1241-fuime-to_float-1,abui1241-fuime,to_float,ije fauiti,ije_fauiti,iye fauiti,i j e _ f a u i t i,,schapper10
abui1241-fuime-to_hold-1,abui1241-fuime,to_hold,ho-puna,ho+puna,ho-puna,h o + p u n a,,schapper10
abui1241-fuime-to_tie-1,abui1241-fuime,to_tie,ha-kode,ha+kode,ha-kode,h a + k o d e,,schapper10
abui1241-fuime-to_play-1,abui1241-fuime,to_play,muila,muila,muila,m u i l a,,schapper10
abui1241-fuime-to_pull-1,abui1241-fuime,to_pull,ha-fik,ha+fik,ha-fik,h a + f i k,,schapper10
abui1241-fuime-to_push-1,abui1241-fuime,to_push,ha-tikalie,ha+tikalie,ha-tikalie,h a + t i k a l i e,,schapper10
abui1241-fuime-to_turn-1,abui1241-fuime,to_turn,awai,awai,awai,a w a i,,schapper10
abui1241-fuime-to_dream-1,abui1241-fuime,to_dream,pieila,pieila,pieila,p i e i l a,,schapper10
abui1241-fuime-to_crouch-1,abui1241-fuime,to_crouch,luke,luke,luke,l u k e,,schapper10
abui1241-fuime-to_choose-1,abui1241-fuime,to_choose,ahie,ahie,ahie,a h i e,,schapper10
abui1241-fuime-to_grow-1,abui1241-fuime,to_grow,tape,tape,tape,t a p e,,schapper10
abui1241-fuime-to_squeeze-1,abui1241-fuime,to_squeeze,kamele,kamele,kamele,k a m e l e,,schapper10
abui1241-fuime-to_buy-1,abui1241-fuime,to_buy,bele,bele,bele,b e l e,,schapper10
abui1241-fuime-to_sell-1,abui1241-fuime,to_sell,balik,balik,balik,b a l i k,,schapper10
abui1241-fuime-to_steal-1,abui1241-fuime,to_steal,takau,takau,takau,t a k a u,,schapper10
abui1241-fuime-to_open-1,abui1241-fuime,to_open,haliel,haliel,haliel,h a l i e l,,schapper10
abui1241-fuime-to_close-1,abui1241-fuime,to_close,we-sok,we+sok,we-sok,w e + s o k,,schapper10
abui1241-fuime-to_climb-1,abui1241-fuime,to_climb,hoŋ mira,hoŋ_mira,hong mira,h o ŋ _ m i r a,,schapper10
abui1241-fuime-to_hide-1,abui1241-fuime,to_hide,tabuŋ,tabuŋ,tabung,t a b u ŋ,,schapper10
abui1241-fuime-to_wait-1,abui1241-fuime,to_wait,ne-re,ne+re,ne-re,n e + r e,,schapper10
abui1241-fuime-to_fold-1,abui1241-fuime,to_fold,haluk,haluk,haluk,h a l u k,,schapper10
abui1241-fuime-to_help-1,abui1241-fuime,to_help,teitau,teitau,teitau,t e i t a u,,schapper10
abui1241-fuime-to_bark-1,abui1241-fuime,to_bark,noulou,noulou,noulou,n o u l o u,,schapper10
abui1241-fuime-to_shoot-1,abui1241-fuime,to_shoot,hateike,hateike,hateike,h a t e i k e,,schapper10
abui1241-fuime-to_pound-1,abui1241-fuime,to_pound,tape,tape,tape,t a p e,,schapper10
abui1241-fuime-to_call_out-1,abui1241-fuime,to_call_out,ir,ir,ir,i r,,schapper10
abui1241-fuime-to_tell_untruth-1,abui1241-fuime,to_tell_untruth,okoli,okoli,okoli,o k o l i,,schapper10
abui1241-fuime-to_ask_question-1,abui1241-fuime,to_ask_question,na:tahaŋ,naːtahaŋ,naatahang,n aː t a h a ŋ,,schapper10
abui1241-fuime-to_count-1,abui1241-fuime,to_count,nalakda,nalakda,nalakda,n a l a k d a,,schapper10
abui1241-fuime-one-1,abui1241-fuime,one,nuku,nuku,nuku,n u k u,,schapper10
abui1241-fuime-two-1,abui1241-fuime,two,ajoku,ajoku,ayoku,a j o k u,,schapper10
abui1241-fuime-three-1,abui1241-fuime,three,sua,sua,sua,s u a,,schapper10
abui1241-fuime-four-1,abui1241-fuime,four,buti,buti,buti,b u t i,,schapper10
abui1241-fuime-five-1,abui1241-fuime,five,jetiŋ,jetiŋ,yeting,j e t i ŋ,,schapper10
abui1241-fuime-six-1,abui1241-fuime,six,tala:ma,talaːma,talaama,t a l aː m a,,schapper10
abui1241-fuime-seven-1,abui1241-fuime,seven,jetiŋ ajoku,jetiŋ_ajoku,yeting ayoku,j e t i ŋ _ a j o k u,,schapper10
abui1241-fuime-eight-1,abui1241-fuime,eight,jeti sua,jeti_sua,yeti sua,j e t i _ s u a,,schapper10
abui1241-fuime-nine-1,abui1241-fuime,nine,jetiŋ buti,jetiŋ_buti,yeting buti,j e t i ŋ _ b u t i,,schapper10
abui1241-fuime-ten-1,abui1241-fuime,ten,kar nuku,kar_nuku,kar nuku,k a r _ n u k u,,schapper10
abui1241-fuime-eleven-1,abui1241-fuime,eleven,wal nuku,wal_nuku,wal nuku,w a l _ n u k u,,schapper10
abui1241-fuime-twelve-1,abui1241-fuime,twelve,wal ajoku,wal_ajoku,wal ayoku,w a l _ a j o k u,,schapper10
abui1241-fuime-thirteen-1,abui1241-fuime,thirteen,wal sua,wal_sua,wal sua,w a l _ s u a,,schapper10
abui1241-fuime-twenty-1,abui1241-fuime,twenty,kar ajoku,kar_ajoku,kar ayoku,k a r _ a j o k u,,schapper10
abui1241-fuime-twenty_one-1,abui1241-fuime,twenty_one,kar ajoku wal nuku,kar_ajoku_wal_nuku,kar ayoku wal nuku,k a r _ a j o k u _ w a l _ n u k u,,schapper10
abui1241-fuime-thirty-1,abui1241-fuime,thirty,kar sua,kar_sua,kar sua,k a r _ s u a,,schapper10
abui1241-fuime-one_hundred-1,abui1241-fuime,one_hundred,aisa: nuku,aisaː_nuku,aisaa nuku,a i s aː _ n u k u,,schapper10
abui1241-fuime-one_hundred_and_twenty_three-1,abui1241-fuime,one_hundred_and_twenty_three,aisaha nuku kar aijoku wal sua,aisaha_nuku_kar_aijoku_wal_sua,aisaha nuku kar aiyoku wal sua,a i s a h a _ n u k u _ k a r _ a i j o k u _ w a l _ s u a,,schapper10
abui1241-fuime-two_hundred-1,abui1241-fuime,two_hundred,aisaha aijoku,aisaha_aijoku,aisaha aiyoku,a i s a h a _ a i j o k u,,schapper10
abui1241-fuime-thousand-1,abui1241-fuime,thousand,rifi nuku,rifi_nuku,rifi nuku,r i f i _ n u k u,,schapper10
abui1241-fuime-one_hundred_thousand-1,abui1241-fuime,one_hundred_thousand,rifi asaha nuku,rifi_asaha_nuku,rifi asaha nuku,r i f i _ a s a h a _ n u k u,,schapper10
abui1241-fuime-grandmother-1,abui1241-fuime,grandmother,nokuta,nokuta,nokuta,n o k u t a,,schapper10
abui1241-fuime-grandfather-1,abui1241-fuime,grandfather,netuŋ,netuŋ,netung,n e t u ŋ,,schapper10
abui1241-fuime-grandchild-1,abui1241-fuime,grandchild,nekabita,nekabita,nekabita,n e k a b i t a,,schapper10
abui1241-fuime-to_shoo_to_chase_away_to_send_away-1,abui1241-fuime,to_shoo_to_chase_away_to_send_away,he-tiei,he+tiei,he-tiei,h e + t i e i,,schapper10
abui1241-petle-sky-1,abui1241-petle,sky,a.di,a.di,adi,a d i,,saad15-petleng
abui1241-petle-night-1,abui1241-petle,night,ak.'un,ak.ˈun,akun,a k u n,,saad15-petleng
abui1241-petle-day-1,abui1241-petle,day,leŋ,leŋ,leng,l e ŋ,,saad15-petleng
abui1241-petle-year-1,abui1241-petle,year,tuŋ,tuŋ,tung,t u ŋ,,saad15-petleng
abui1241-petle-tomorrow-1,abui1241-petle,tomorrow,ar.'ja,ar.ˈja,arya,a r j a,,saad15-petleng
abui1241-petle-wind-1,abui1241-petle,wind,ta.'moi,ta.ˈmoi,tamoi,t a m o i,,saad15-petleng
abui1241-petle-village-1,abui1241-petle,village,me.laŋ,me.laŋ,melang,m e l a ŋ,,saad15-petleng
abui1241-petle-stone-1,abui1241-petle,stone,ʋi,ʋi,wi,ʋ i,,saad15-petleng
abui1241-petle-canoe-1,abui1241-petle,canoe,pe.laŋ,pe.laŋ,pelang,p e l a ŋ,,saad15-petleng
abui1241-petle-sail-1,abui1241-petle,sail,lol,lol,lol,l o l,,saad15-petleng
abui1241-petle-rope-1,abui1241-petle,rope,si.'la,si.ˈla,sila,s i l a,Should be superscript,saad15-petleng
abui1241-petle-machete-1,abui1241-petle,machete,sa.'pa.da,sa.ˈpa.da,sapada,s a p a d a,,saad15-petleng
abui1241-petle-axe-1,abui1241-petle,axe,fa.'liŋ,fa.ˈliŋ,faling,f a l i ŋ,,saad15-petleng
abui1241-petle-comb-1,abui1241-petle,comb,ti.'lei,ti.ˈlei,tilei,t i l e i,,saad15-petleng
abui1241-petle-clothing-1,abui1241-petle,clothing,na.maŋ,na.maŋ,namang,n a m a ŋ,,saad15-petleng
abui1241-petle-fire-1,abui1241-petle,fire,a.'ra,a.ˈra,ara,a r a,,saad15-petleng
abui1241-petle-mud-1,abui1241-petle,mud,na.'bak,na.ˈbak,nabak,n a b a k,,saad15-petleng
abui1241-petle-clay-1,abui1241-petle,clay,a.'ruj,a.ˈruj,aruy,a r u j,yes,saad15-petleng
abui1241-petle-sand-1,abui1241-petle,sand,ma.la.'tei,ma.la.ˈtei,malatei,m a l a t e i,,saad15-petleng
abui1241-petle-house-1,abui1241-petle,house,fa.'la,fa.ˈla,fala,f a l a,,saad15-petleng
abui1241-petle-traditional_house-1,abui1241-petle,traditional_house,fa.'la  'gu.daŋ,faˈla_ˈgudaŋ,fala gudang,f a l a _ g u d a ŋ,,saad15-petleng
abui1241-petle-door-1,abui1241-petle,door,luŋ,luŋ,lung,l u ŋ,,saad15-petleng
abui1241-petle-fruit-1,abui1241-petle,fruit,upu,upu,upu,u p u,,saad15-petleng
abui1241-petle-cooked_rice-1,abui1241-petle,cooked_rice,´aj.ak ´ma,ˈaj.ak_ˈma,ayak ma,a j a k _ m a,,saad15-petleng
abui1241-petle-blood-1,abui1241-petle,blood,we:,weː,wee,w eː,,saad15-petleng
abui1241-petle-eye-1,abui1241-petle,eye,njieŋ,njieŋ,nyieng,n j i e ŋ,,saad15-petleng
abui1241-petle-teeth-1,abui1241-petle,teeth,i.tiŋ,i.tiŋ,iting,i t i ŋ,,saad15-petleng
abui1241-petle-scabies-1,abui1241-petle,scabies,ku.'ral,ku.ˈral,kural,k u r a l,,saad15-petleng
abui1241-petle-person-1,abui1241-petle,person,am.'a,am.ˈa,ama,a m a,,saad15-petleng
abui1241-petle-name-1,abui1241-petle,name,an.'a,an.ˈa,ana,a n a,,saad15-petleng
abui1241-petle-child-1,abui1241-petle,child,mo.ki,mo.ki,moki,m o k i,,saad15-petleng
abui1241-petle-man-1,abui1241-petle,man,neŋ,neŋ,neng,n e ŋ,,saad15-petleng
abui1241-petle-woman-1,abui1241-petle,woman,me:l,meːl,meel,m eː l,,saad15-petleng
abui1241-petle-mother-1,abui1241-petle,mother,ni.'ja,ni.ˈja,niya,n i j a,,saad15-petleng
abui1241-petle-father-1,abui1241-petle,father,nu.'ma,nu.ˈma,numa,n u m a,,saad15-petleng
abui1241-petle-no_not-1,abui1241-petle,no_not,na.'ha,na.ˈha,naha,n a h a,,saad15-petleng
abui1241-petle-what-1,abui1241-petle,what,na.'la,na.ˈla,nala,n a l a,,saad15-petleng
abui1241-petle-who-1,abui1241-petle,who,ma:,maː,maa,m aː,,saad15-petleng
abui1241-petle-where-1,abui1241-petle,where,te(:).ha,teː.ha,teeha,t eː h a,,saad15-petleng
abui1241-petle-this-1,abui1241-petle,this,i.'ti,i.ˈti,iti,i t i,,saad15-petleng
abui1241-petle-that-1,abui1241-petle,that,i.'ti mu:,i.ˈti_muː,iti muu,i t i _ m uː,,saad15-petleng
abui1241-petle-here-1,abui1241-petle,here,me,me,me,m e,,saad15-petleng
abui1241-petle-there-1,abui1241-petle,there,we,we,we,w e,,saad15-petleng
abui1241-petle-there-2,abui1241-petle,there,ʋe,ʋe,we,ʋ e,,saad15-petleng
abui1241-petle-left_side-1,abui1241-petle,left_side,ai.'bi.kil,ai.ˈbi.kil,aibikil,a i b i k i l,some palatilization going on,saad15-petleng
abui1241-petle-left_side-2,abui1241-petle,left_side,i.'bi.kil,i.ˈbi.kil,ibikil,i b i k i l,some palatilization going on,saad15-petleng
abui1241-petle-right_side-1,abui1241-petle,right_side,ai.'kaŋ,ai.ˈkaŋ,aikang,a i k a ŋ,,saad15-petleng
abui1241-petle-right_side-2,abui1241-petle,right_side,i.'kaŋ,i.ˈkaŋ,ikang,i k a ŋ,,saad15-petleng
abui1241-petle-dog-1,abui1241-petle,dog,kai,kai,kai,k a i,,saad15-petleng
abui1241-petle-rat-1,abui1241-petle,rat,i.'li,i.ˈli,ili,i l i,,saad15-petleng
abui1241-petle-fish-1,abui1241-petle,fish,a.'fu,a.ˈfu,afu,a f u,,saad15-petleng
abui1241-petle-crocodile-1,abui1241-petle,crocodile,bu.'a.ja 'ta.ma,bu.ˈa.ja_ˈta.ma,buaya tama,b u a j a _ t a m a,,saad15-petleng
abui1241-petle-snake-1,abui1241-petle,snake,mon,mon,mon,m o n,,saad15-petleng
abui1241-petle-egg-1,abui1241-petle,egg,ruwal bura,ruwal_bura,ruwal bura,r u w a l _ b u r a,,saad15-petleng
abui1241-petle-louse_clothing-1,abui1241-petle,louse_clothing,bi.'keŋ,bi.ˈkeŋ,bikeng,b i k e ŋ,,saad15-petleng
abui1241-petle-hot-1,abui1241-petle,hot,li.'la,li.ˈla,lila,l i l a,,saad15-petleng
abui1241-petle-cold-1,abui1241-petle,cold,pa.'la.ta,pa.ˈla.ta,palata,p a l a t a,,saad15-petleng
abui1241-petle-good-1,abui1241-petle,good,ka:ŋ,kaːŋ,kaang,k aː ŋ,,saad15-petleng
abui1241-petle-bad-1,abui1241-petle,bad,be:.ka,beː.ka,beeka,b eː k a,,saad15-petleng
abui1241-petle-dry_in_sun-1,abui1241-petle,dry_in_sun,te.'li.a,te.ˈli.a,telia,t e l i a,,saad15-petleng
abui1241-petle-wide-1,abui1241-petle,wide,fo.ko,fo.ko,foko,f o k o,,saad15-petleng
abui1241-petle-wide-2,abui1241-petle,wide,foka,foka,foka,f o k a,,saad15-petleng
abui1241-petle-narrow-1,abui1241-petle,narrow,mi:.'ta,miː.ˈta,miita,m iː t a,,saad15-petleng
abui1241-petle-ripe-1,abui1241-petle,ripe,ma.di,ma.di,madi,m a d i,,saad15-petleng
abui1241-petle-black-1,abui1241-petle,black,a.ka.'ni,a.ka.ˈni,akani,a k a n i,,saad15-petleng
abui1241-petle-white-1,abui1241-petle,white,ku.'li,ku.ˈli,kuli,k u l i,,saad15-petleng
abui1241-petle-green-1,abui1241-petle,green,wa.la.'ŋai,wa.la.ˈŋai,walangai,w a l a ŋ a i,,saad15-petleng
abui1241-petle-green-2,abui1241-petle,green,wa.la.'ŋɪi,wa.la.ˈŋɪi,walangii,w a l a ŋ ɪ i,,saad15-petleng
abui1241-petle-scared-1,abui1241-petle,scared,fu:.'ja,fuː.ˈja,fuuya,f uː j a,,saad15-petleng
abui1241-petle-to_think-1,abui1241-petle,to_think,no:.miŋ ha.'tuk,noː.miŋ_ha.ˈtuk,nooming hatuk,n oː m i ŋ _ h a t u k,,saad15-petleng
abui1241-petle-to_say-1,abui1241-petle,to_say,la.ral,la.ral,laral,l a r a l,Malay Laral: discussion about word,saad15-petleng
abui1241-petle-language-1,abui1241-petle,language,la.ral,la.ral,laral,l a r a l,,saad15-petleng
abui1241-petle-to_sit-1,abui1241-petle,to_sit,mi.'ti,mi.ˈti,miti,m i t i,,saad15-petleng
abui1241-petle-to_walk-1,abui1241-petle,to_walk,pu.'tok ho.'la:k,pu.ˈtok_ho.ˈlaːk,putok holaak,p u t o k _ h o l aː k,/o/ sounds like a /u/,saad15-petleng
abui1241-petle-to_go-1,abui1241-petle,to_go,la:k,laːk,laak,l aː k,,saad15-petleng
abui1241-petle-to_cook-1,abui1241-petle,to_cook,ma:l,maːl,maal,m aː l,,saad15-petleng
abui1241-petle-to_cook-2,abui1241-petle,to_cook,sen,sen,sen,s e n,,saad15-petleng
abui1241-petle-to_cook-3,abui1241-petle,to_cook,sɛn,sɛn,sen,s ɛ n,,saad15-petleng
abui1241-petle-to_die-1,abui1241-petle,to_die,moŋ,moŋ,mong,m o ŋ,,saad15-petleng
abui1241-petle-to_give-1,abui1241-petle,to_give,l,l,l,l,el: give to you,saad15-petleng
abui1241-petle-to_come-1,abui1241-petle,to_come,jei,jei,yei,j e i,CHECK,saad15-petleng
abui1241-petle-to_laugh-1,abui1241-petle,to_laugh,jei,jei,yei,j e i,,saad15-petleng
abui1241-petle-to_cry-1,abui1241-petle,to_cry,fel,fel,fel,f e l,,saad15-petleng
abui1241-petle-to_sing-1,abui1241-petle,to_sing,jei hofaŋa,jei_hofaŋa,yei hofanga,j e i _ h o f a ŋ a,,saad15-petleng
abui1241-petle-to_suck-1,abui1241-petle,to_suck,hiŋ ah.'el,hiŋ_ah.ˈel,hing ahel,h i ŋ _ a h e l,,saad15-petleng
abui1241-petle-to_hit-1,abui1241-petle,to_hit,feŋ,feŋ,feng,f e ŋ,,saad15-petleng
abui1241-petle-to_fight-1,abui1241-petle,to_fight,ta'lu:k,taˈluːk,taluuk,t a l uː k,,saad15-petleng
abui1241-petle-to_kill-1,abui1241-petle,to_kill,bol moŋ,bol_moŋ,bol mong,b o l _ m o ŋ,,saad15-petleng
abui1241-petle-to_flow-1,abui1241-petle,to_flow,tel,tel,tel,t e l,,saad15-petleng
abui1241-petle-to_hold-1,abui1241-petle,to_hold,ho.'pu.na,ho.ˈpu.na,hopuna,h o p u n a,,saad15-petleng
abui1241-petle-to_tie-1,abui1241-petle,to_tie,kol,kol,kol,k o l,,saad15-petleng
abui1241-petle-to_steal-1,abui1241-petle,to_steal,ta.kau,ta.kau,takau,t a k a u,,saad15-petleng
abui1241-petle-to_wait-1,abui1241-petle,to_wait,neroi,neroi,neroi,n e r o i,Written but not spoken,saad15-petleng
abui1241-petle-to_shoot-1,abui1241-petle,to_shoot,tak,tak,tak,t a k,check recording for example,saad15-petleng
abui1241-petle-one-1,abui1241-petle,one,nu.ku,nu.ku,nuku,n u k u,stress is diff,saad15-petleng
abui1241-petle-two-1,abui1241-petle,two,o.ki,o.ki,oki,o k i,,saad15-petleng
abui1241-petle-three-1,abui1241-petle,three,su.a,su.a,sua,s u a,,saad15-petleng
abui1241-petle-four-1,abui1241-petle,four,bu.'ti,bu.ˈti,buti,b u t i,,saad15-petleng
abui1241-petle-five-1,abui1241-petle,five,je.'tiŋ,je.ˈtiŋ,yeting,j e t i ŋ,,saad15-petleng
abui1241-petle-six-1,abui1241-petle,six,ta.'la.ma,ta.ˈla.ma,talama,t a l a m a,,saad15-petleng
abui1241-petle-seven-1,abui1241-petle,seven,je.'tiŋ  'o.ki,jeˈtiŋ_ˈoki,yeting oki,j e t i ŋ _ o k i,,saad15-petleng
abui1241-petle-eight-1,abui1241-petle,eight,je.'tiŋ 'su.a,je.ˈtiŋ_ˈsu.a,yeting sua,j e t i ŋ _ s u a,,saad15-petleng
abui1241-petle-nine-1,abui1241-petle,nine,je.'tiŋ buti,je.ˈtiŋ_buti,yeting buti,j e t i ŋ _ b u t i,,saad15-petleng
abui1241-petle-ten-1,abui1241-petle,ten,kar.'nu.ku,kar.ˈnu.ku,karnuku,k a r n u k u,,saad15-petleng
abui1241-petle-rack_above_hearth-1,abui1241-petle,rack_above_hearth,a.'ku.i 'sa.ha,a.ˈku.i_ˈsa.ha,akui saha,a k u i _ s a h a,,saad15-petleng
abui1241-petle-rack_above_hearth-2,abui1241-petle,rack_above_hearth,fal 'fa.la,fal_ˈfa.la,fal fala,f a l _ f a l a,,saad15-petleng
abui1241-petle-tobacco-1,abui1241-petle,tobacco,kabak,kabak,kabak,k a b a k,,saad15-petleng
abui1241-takal-sky-1,abui1241-takal,sky,ä.'di,ä.ˈdi,adi,ä d i,,saad15
abui1241-takal-sun-1,abui1241-takal,sun,wär,wär,war,w ä r,,saad15
abui1241-takal-moon-1,abui1241-takal,moon,i.'jä,i.ˈjä,iya,i j ä,,saad15
abui1241-takal-star-1,abui1241-takal,star,fi:r,fiːr,fiir,f iː r,,saad15
abui1241-takal-night-1,abui1241-takal,night,tun.'tä.mä,tun.ˈtä.mä,tuntama,t u n t ä m ä,,saad15
abui1241-takal-day-1,abui1241-takal,day,tä.de̞äŋ,tä.de̞äŋ,tadeang,t ä d e̞ ä ŋ,,saad15
abui1241-takal-year-1,abui1241-takal,year,tu:ŋ,tuŋ,tung,t u ŋ,,saad15
abui1241-takal-morning-1,abui1241-takal,morning,fä.la:k.dä,fä.laːk.dä,falaakda,f ä l aː k d ä,,saad15
abui1241-takal-yesterday-1,abui1241-takal,yesterday,ä.fe̞j.dä,ä.fe̞j.dä,afeyda,ä f e̞ j d ä,,saad15
abui1241-takal-day_before_yesterday-1,abui1241-takal,day_before_yesterday,he̞.tä.de̞äŋ  wä.hä,he̞täde̞äŋ_wähä,hetadeng waha,h e̞ t ä d e̞ ä ŋ _ w ä h ä,,saad15
abui1241-takal-tomorrow-1,abui1241-takal,tomorrow,ä.'qun,ä.ˈqun,akun,ä q u n,,saad15
abui1241-takal-day_after_tomorrow-1,abui1241-takal,day_after_tomorrow,he̞.tä.de̞äŋ  ä.jo.'qu,he̞täde̞äŋ_äjoˈqu,hetadeng ayoku,h e̞ t ä d e̞ ä ŋ _ ä j o q u,,saad15
abui1241-takal-twilight_dawn-1,abui1241-takal,twilight_dawn,ä.ri.dä.pe̞,ä.ri.dä.pe̞,aridape,ä r i d ä p e̞,,saad15
abui1241-takal-cloud-1,abui1241-takal,cloud,tä.be̞ä.'kil,tä.be̞ä.ˈkil,tabeekil,t ä b e̞ ä k i l,,saad15
